cell_idx,cell_name,Apelin signaling pathway,Axon guidance,B cell receptor signaling pathway,C-type lectin receptor signaling pathway,Calcium signaling pathway,cAMP signaling pathway,Cardiac muscle contraction,Cellular senescence,Chemokine signaling pathway,Cholinergic synapse,ErbB signaling pathway,Estrogen signaling pathway,Focal adhesion,Gap junction,GnRH secretion,"Growth hormone synthesis, secretion and action",Insulin secretion,JAK-STAT signaling pathway,MAPK signaling pathway,Melanogenesis,Natural killer cell mediated cytotoxicity,Oxidative phosphorylation,Phospholipase D signaling pathway,PI3K-Akt signaling pathway,Protein digestion and absorption,Rap1 signaling pathway,Ras signaling pathway,Regulation of actin cytoskeleton,Regulation of lipolysis in adipocytes,Relaxin signaling pathway,Renin secretion,Serotonergic synapse,Signaling pathways regulating pluripotency of stem cells,Taste transduction,Th17 cell differentiation,Thermogenesis,Thyroid hormone signaling pathway,Wnt signaling pathway
476,NCI-H28,0.111388602,0.142317602,0.004656142,0.043764331,0.010226158,0.050988305,0.214065864,0.039403598,0.004877619,0.081603241,0.037499395,0.105846582,0.110617232,0.228817055,0.136552901,0.090781092,0.120511348,0.036232678,0.078787275,0.05586402,0.013172579,0.268272463,0.109297473,0.152353843,0.0693898,0.154563203,0.042557183,0.182844317,0.103668219,0.044123156,0.000820111,0.111142714,0.155351316,0.109112404,-0.030767111,0.193991302,0.113830198,0.080356524
477,NCI-H250,0.127778256,0.194328275,-0.032350627,-0.017788657,0.112056288,0.146464708,0.30683228,0.054357073,0.026208797,0.215454491,0.202394061,0.0623168,0.025682571,0.134143493,0.26320503,0.171601822,0.297081308,-0.047555145,0.146117569,0.098442135,-0.044542102,0.247208491,0.130811363,0.016240057,-0.051094919,0.076307676,0.135404729,0.063509857,0.030228702,0.118774596,0.162335536,0.214214481,0.184162043,0.1420939,-0.113350874,0.203744705,0.111708252,0.13106587
478,NCI-H2452,0.088447163,0.119961013,0.02861222,0.127695679,0.031355495,0.017781033,0.01748031,0.227124821,0.052057274,-0.004114143,0.158436657,0.056434884,0.240591414,0.119126659,-0.013041054,0.074262214,-0.021075727,0.093544586,0.139865506,0.015393792,0.060585948,0.16372453,0.053317603,0.118094168,0.038112007,0.088648222,0.080821671,0.231497733,-0.05880649,0.138853871,-0.073255033,-0.014442475,0.08364659,-0.076600095,0.091520121,0.104247476,0.107578652,0.055337756
479,NCI-H2444,0.046118731,0.263409518,0.137764937,0.151936958,0.108790354,0.150873338,0.26189617,0.15731706,0.127572047,0.090212682,0.069299354,0.177003182,0.222116124,0.173915445,0.067851009,0.061552699,0.121687767,0.235507681,0.203935575,0.128792447,0.182473633,0.277210917,0.106521462,0.212456509,0.136609851,0.232653774,0.179966223,0.177808001,0.133595913,0.156974207,0.072071313,0.162607176,0.15809328,0.084048207,0.201788663,0.132961753,0.050715136,0.182292011
480,NCI-H2405,0.144611152,0.142710385,-0.00482319,0.098245316,0.153783946,0.145336685,0.131388162,0.159946167,0.109772653,0.104239283,0.190221722,0.206463734,0.252246723,0.192357184,0.116872961,0.11643613,0.15610642,0.056461776,0.166600657,0.141572616,0.079674817,0.28640496,0.10119239,0.162398878,0.172668967,0.138591405,0.141507826,0.261876631,0.080991128,0.185519362,0.050609981,0.055260308,0.080557266,0.042334608,0.110256892,0.14454278,0.15764839,0.178703704
481,NCI-H2347,0.083067773,0.183873945,0.177464596,0.216579694,0.092642882,0.088856188,0.098664385,0.258413628,0.123144,-0.000824139,0.18370176,0.128380988,0.237676492,0.135004118,-0.001944403,0.046459816,-0.054707631,0.146253867,0.168866315,0.112156213,0.160372638,0.205533401,0.082610665,0.147067568,-0.033635804,0.157512286,0.170896601,0.241915466,0.089861088,0.148798634,0.103805076,0.042573496,0.107866006,-0.108009395,0.10507507,0.141502706,0.076111967,0.157779759
482,NCI-H2342,0.011029352,0.096424604,0.030033033,0.030732325,-0.007428092,0.023056069,0.175747068,0.079216356,-0.00468754,-0.077611836,0.047206084,0.08587672,0.077252624,0.036834239,-0.035156871,0.007261308,-0.020780602,0.039256951,0.012149785,0.101897872,-0.067978961,0.31849385,-0.003254465,0.038552294,-0.088360399,0.086425139,0.017750781,0.090505828,0.014759355,-0.013929751,-0.108868904,-0.069073575,0.114280296,-0.096353236,-0.019175875,0.196766019,0.034958234,0.047385977
483,NCI-H2291,0.034195288,0.193195044,0.096095615,0.118122494,0.099356515,0.097865923,0.081554911,0.179694299,0.082041999,-0.036558672,0.177527389,0.064552917,0.228128011,0.125589478,-0.090484305,0.061277434,-0.001656788,0.169106975,0.17481238,0.055387141,0.165232194,0.071661693,0.122079309,0.145101501,0.003546345,0.155987913,0.125352059,0.224362518,0.162026305,0.076477119,0.086772078,0.016655544,0.035393462,0.027078938,0.121751408,0.056108766,0.0629742,0.100052234
484,NCI-H2228,0.048134037,0.067205229,0.134394018,0.119778512,0.02939083,0.021698466,-0.167300739,0.18102006,0.041604892,-0.055682292,0.203571865,0.062412327,0.164893563,0.056540177,-0.069779378,0.099236004,0.023038057,0.120959916,0.14577442,0.005176269,0.161960167,-0.014856455,0.075386269,0.13537182,0.037740886,0.07760871,0.074674323,0.123695569,0.02769779,0.141716854,0.081624013,-0.062859331,0.047725559,-0.086153769,0.285360837,0.082822199,0.071041261,0.061839167
485,NCI-H2227,0.137702967,0.184919578,-0.040251088,-0.090988653,0.076355661,0.078688927,0.225874927,0.03054535,-0.00360631,0.264479028,0.090458559,0.001691446,-0.018273023,0.227754331,0.243022311,0.130678816,0.179891518,-0.13110479,0.080269718,0.127386038,-0.140269087,0.073127365,-0.004880585,-0.046739443,-0.033352705,0.043725646,0.04903747,0.010288613,0.006109596,0.09997431,0.060842052,0.19476692,0.123248134,0.063587683,-0.137448248,0.107094606,0.140118631,0.136126926
486,NCI-H2196,0.063142243,0.065502886,-0.06622601,-0.045015084,0.076911836,0.087646956,0.104554508,0.034322493,-0.014457421,0.178092799,0.084526726,0.057299785,-0.022099534,0.126582219,0.246154445,0.119341572,0.189775464,0.026451964,0.045925023,0.11917322,-0.005004137,0.040414846,0.069225449,0.001174084,0.055634385,0.061746195,0.046331758,-0.018787122,0.090073089,0.097049313,0.096034376,0.17716646,0.136734059,0.082725424,-0.053036178,0.114919807,0.108205359,0.090059534
487,D-263MG,0.152450048,0.177168132,0.010877086,0.177859116,0.041652274,0.126616947,-0.071650277,0.162165535,0.06803691,0.08489154,0.133979106,0.094576986,0.228087585,0.234959241,0.098902155,0.143582488,0.06597589,0.105497672,0.181990415,0.187068007,0.021248375,-0.06170369,0.171678685,0.121738388,0.157601472,0.163403927,0.158256991,0.181128451,0.11022659,0.208570902,0.131691786,0.024708809,0.183078433,0.031062002,0.094544881,0.08860518,0.107021914,0.146704984
488,NCI-H2171,0.05663596,0.182349291,-0.061115711,-0.079102483,0.079703108,0.110626815,0.143531385,0.003189849,-0.007333448,0.233453314,0.098215176,0.021512057,-0.069279949,0.124572015,0.244084257,0.108215448,0.153941363,-0.113039825,0.050079435,0.062260359,-0.119318207,0.204865818,0.085506221,-0.039814145,-0.012152295,0.062436169,0.050674757,0.015236843,0.111488407,0.01154349,0.114055126,0.186384168,0.120564204,0.090365307,-0.120399474,0.189063745,0.129208401,0.085125168
489,NCI-H1437,0.061774171,0.036911336,0.014537581,0.030521381,0.060951066,0.087064715,0.24527641,0.040275447,0.024832512,0.045992947,0.006805716,0.122373883,0.065355695,0.025727234,0.025869037,0.002688825,0.048639586,0.009078158,0.058994253,0.130918566,0.050451848,0.390192178,0.038244205,0.062442629,0.008783134,0.058363012,0.031117665,0.038965669,0.122567202,0.069361128,0.081418354,0.091585741,0.06239887,0.031404672,-0.054780499,0.279131025,-0.013153968,0.04610699
490,NCI-H2029,0.069014047,0.030813008,-0.049789385,-0.0156903,0.038621213,0.061761888,0.095814728,0.047506641,-0.031816581,0.110345261,0.124722345,0.06420718,-0.066018992,0.045904939,0.099226346,0.107742648,0.179291117,0.022811453,0.013900846,0.085536831,0.049933791,0.186274553,0.065253886,-0.043875011,-0.081360255,-0.009387954,0.01129619,-0.038569566,0.117749358,0.040618035,0.110749036,0.128222085,0.145210376,0.189695699,-0.113277916,0.211435556,0.131223206,0.077108751
491,NCI-H1770,0.149523986,0.148532525,-0.025267245,-0.014982337,0.059726237,0.076272859,0.087369053,0.087075753,0.028667376,0.247146504,0.124142893,0.04649975,-0.069313973,0.095080142,0.192521043,0.066097428,0.200494079,-0.09124055,0.079600107,0.141296083,-0.069833274,0.16137248,0.125098053,-0.007826882,-0.121674878,0.073618006,0.060899704,-0.001150807,0.101409205,0.063336102,0.135731694,0.133587703,0.071600328,0.021517403,-0.172938583,0.201541337,0.155275937,0.089671026
492,NCI-H1755,0.188793528,0.162513596,0.016069865,0.11481937,0.130032842,0.163806416,0.112727399,0.207317221,0.08321352,0.170172791,0.107123948,0.152958156,0.234361329,0.277647121,0.153526721,0.193056418,0.225496069,0.006476481,0.186892005,0.15013651,-0.025329224,0.059985002,0.136849426,0.139346336,0.075556242,0.152859663,0.086655589,0.145689751,0.164449623,0.204138846,0.076950987,0.136062562,0.054696411,0.025211466,0.06568866,0.127410138,0.134465063,0.101088413
493,NCI-H1734,0.149896598,0.178345097,0.159690136,0.076311429,0.090095372,0.141571344,0.033800496,0.157976244,0.095956524,0.14231069,0.100601471,0.156295978,0.173491353,0.19780224,0.148172534,0.113020965,0.123630749,0.086100913,0.148644117,0.160870436,0.08695991,0.018099309,0.102756544,0.138153832,0.025951227,0.146409114,0.105608422,0.193824582,0.147443226,0.201695535,0.144709052,0.147034626,0.095785195,0.073903113,0.151995112,0.061282733,0.115302454,0.082892446
494,NCI-H1703,0.162144614,0.097816544,0.068227599,0.12390783,0.030551455,0.033534786,0.139273766,0.260897285,0.056537123,0.077985683,0.119040399,0.077031052,0.108130035,0.167881545,0.148704699,0.170218927,-0.012582349,0.106902617,0.200761719,0.077259266,0.042678751,0.184743382,0.038074395,0.0898819,-0.099188487,0.147650709,0.129580102,0.190279252,-0.057491553,0.11188513,-0.005636257,0.059497318,0.163994256,0.006840722,0.090768385,0.180520307,0.120914412,0.132589256
495,NCI-H1694,0.113217139,0.23260218,0.004862757,0.025509628,0.108190449,0.146964368,0.121031957,0.10687352,0.035838722,0.295158628,0.200846469,0.081661734,-0.028394679,0.159911482,0.258409872,0.17413927,0.210985744,-0.088035444,0.089255932,0.129744831,-0.082275672,0.17063878,0.103702575,-0.025402263,-0.118586063,0.073925049,0.066277129,0.015577499,0.175048084,0.11495174,0.19223068,0.135687388,0.142830171,0.210215914,-0.086865683,0.215676369,0.174923962,0.132214687
496,NCI-H1693,-0.023891731,-0.082461782,-0.1940556,-0.018967599,-0.066321602,-0.084810151,0.130838004,0.046542159,-0.050800209,-0.16548049,-0.076643033,-0.049222227,-0.01353225,-0.009568284,-0.124075897,-0.096748219,-0.084159445,-0.011417502,0.003324941,0.001395851,-0.099397004,0.33903021,-0.084351569,-0.023701362,-0.141867043,-0.023058191,-0.035600147,0.008200285,-0.077248479,-0.053654695,-0.02777121,-0.072337286,0.010340798,-0.023232393,-0.045824322,0.157328431,-0.173606703,-0.009654349
497,NCI-H1666,0.148750379,0.14089097,0.054589184,0.131111429,0.07317349,0.097733317,-0.009399199,0.088355534,0.116061818,-0.000988694,0.075229177,0.208601375,0.145432147,0.096430762,-0.070373178,0.071439705,0.028718532,0.152955077,0.099816493,0.065689436,0.099904019,0.019360034,0.095325597,0.130763878,0.064604323,0.112938476,0.099258541,0.109642816,0.19107488,0.16721835,0.139867975,0.175747528,0.062426205,0.031286862,0.156660113,0.053981341,0.035378008,0.108392217
498,NCI-H1651,0.101128221,0.106194627,-0.040502574,-0.024136231,0.068640182,0.089450336,0.004162281,0.157016025,0.091175845,0.010229235,0.13742235,0.049921432,0.190100544,0.212542864,0.003674409,0.103510867,0.016533435,0.037278128,0.100663512,0.172972793,-0.039317643,0.01084583,0.059348919,0.08609971,0.0758485,0.123238649,0.064671544,0.172078718,0.060938545,0.108429869,0.075655329,0.079248811,0.100095296,-0.025037457,-0.014371367,0.098929688,0.098453387,0.120153192
499,NCI-H1650,0.023699364,0.181303543,0.021800333,0.10793888,0.041382532,0.083155002,0.163705693,0.167404497,0.035666346,-0.02957184,0.095968778,0.100367157,0.182525116,0.138259202,-0.032570915,0.053073201,-0.021100882,0.09994473,0.103522012,0.133237362,0.038597591,0.210439001,0.060003723,0.099310249,0.085550238,0.191838918,0.095559823,0.213028698,-0.028032869,0.050398961,0.018002284,-0.023753505,0.072212393,-0.08715114,0.008917276,0.130709377,0.09938818,0.063355066
500,NCI-H1648,-0.039841317,0.127751599,0.021459829,0.204817513,0.081104746,0.055503551,0.084033429,0.117344314,0.132721441,-0.095361205,0.115816124,0.12157824,0.123932453,-0.011444862,-0.05263258,-0.000837991,0.016944841,0.143048712,0.138365047,0.05889293,0.120070844,0.098762678,0.031078662,0.102487225,0.081889408,0.109300717,0.104183869,0.102456487,0.004421014,0.041013,-0.02551696,0.05849954,0.088117096,0.057383171,0.186474525,-0.028636172,0.011722724,0.130633935
501,NCI-H1623,0.144819458,0.10190637,-0.039578017,-0.020587271,0.174967372,0.119367595,0.214747591,-0.007533186,0.078701935,0.066619945,-0.007159488,0.139176901,0.174963764,0.115804004,0.114378195,0.030777894,0.148574964,0.068325198,0.074628282,0.169366886,-0.001046183,-0.064511338,0.040266024,0.156143814,0.210641132,0.122291977,0.060026874,0.092720124,0.120536679,0.062443693,0.121217936,0.222753436,0.117215216,0.246137561,-0.02189177,-0.032641383,0.046375924,0.073897449
502,NCI-H1581,0.003252233,0.037307494,-0.103478572,-0.117734839,0.005012968,-0.017381185,0.095586534,0.02140919,-0.11012387,0.016791167,-0.037702478,-0.089954258,-0.079977074,0.014942661,0.073705602,-0.06138037,-0.018794751,-0.094407185,-0.002943026,0.046535624,-0.124628114,0.322611344,-0.042341139,-0.01959179,-0.073160843,-0.077983722,-0.024008347,-0.024497176,-0.108606112,-0.03003248,-0.067630187,0.002741465,0.071953836,-0.023918929,-0.100540697,0.220720822,0.051479525,0.146771268
503,NCI-H1573,0.008412469,0.08118563,-0.107074915,0.013228841,0.085054001,0.031034533,0.198703996,0.044046586,-0.033575726,-0.034478308,0.131939365,0.094027141,0.066293509,0.095936508,0.077010296,0.071989988,0.108901318,0.056727727,0.093347792,0.057928174,0.02937759,0.118341906,0.032876603,0.044611715,-0.003180569,0.070552569,0.041589129,0.026328069,-0.012780805,0.02467692,-0.034947775,0.072329991,0.111077535,0.151681797,-0.021516282,0.085756746,0.09958029,0.09890642
504,NCI-H1568,0.111851442,0.15675236,0.089857967,0.015385272,0.042204274,0.05324609,0.095552633,0.214938501,0.019371836,0.070375195,0.070609693,0.137831704,0.159082834,0.172554896,0.042257078,0.078469447,-0.012405321,-0.033095401,0.101649373,0.215314498,-0.050304608,0.065149324,0.018002065,0.141106056,-0.031544253,0.107690288,0.093334047,0.142860364,-0.012362435,0.111735134,-0.029132852,-0.01216279,0.147328366,-0.131330422,0.021229359,0.062563634,0.102997135,0.06105066
505,NCI-H1563,0.120388154,0.176144755,0.095227831,0.059097608,0.120458827,0.138897044,0.245140225,0.144424876,0.117150755,0.075667146,0.226643646,0.183669669,0.250928243,0.207554967,0.105176392,0.208180005,0.09361012,0.148030067,0.150340784,0.207914757,0.158679324,0.495492271,0.122629378,0.166687732,0.130376638,0.142983408,0.108582724,0.16374639,0.287020941,0.207906874,0.162102827,0.106360426,0.126527808,-0.049259574,0.073682684,0.312025941,0.213992428,0.189632577
506,NCI-H2023,0.127849529,0.022235822,-0.138611547,-0.04828862,0.116549559,0.096500063,0.238777321,0.085021368,0.041741532,0.013096156,0.01545081,0.011271932,0.138723849,0.195245111,0.061538003,0.004217353,0.078858285,0.040254305,0.070665364,0.061634635,-0.003389268,0.222092211,-0.024782982,0.0802698,0.117554264,0.110264124,-0.012128402,0.088256003,0.068113979,0.020754995,0.111852099,0.129863823,0.108539647,0.11226395,0.075142114,0.14579283,0.057058304,0.052667022
507,NCI-H1781,0.03377474,0.182398028,0.077753291,0.15965373,0.005731111,0.101616377,0.021022967,0.154324912,0.093806759,-0.011769362,0.162566474,0.159723542,0.122591599,0.121153071,0.08114033,0.138408634,0.09253553,0.108440946,0.144740868,0.181559255,0.077413802,0.097072103,0.060935296,0.07432983,-0.169257448,0.14401169,0.068355422,0.165964018,0.07902102,0.12514134,0.040947322,0.049709394,0.176828118,-0.042923205,0.186577686,0.161971917,0.18534831,0.170914692
508,NCI-H1793,-0.03233321,0.087239009,-0.029718477,-0.012084612,0.080418507,0.006336874,0.179009131,0.042696582,0.02619824,-0.052701875,0.074086905,0.036388859,0.078225369,0.163171593,0.048527762,0.007812348,0.103486098,0.067130147,0.065058691,0.078699582,-0.01541666,0.231141334,-0.008256734,0.053647482,0.011278228,0.069108036,-0.028387696,0.112484263,0.038414778,-0.023552525,0.07876559,-0.004345265,0.068514456,-0.047744433,-0.033738618,0.098576064,0.096253263,0.057363082
509,NCI-H2009,0.0746036,0.120997244,0.091798891,0.058246611,0.02839307,0.034154069,0.111941954,0.140119733,0.045124688,-0.018036533,0.111861729,0.1482005,0.197209511,0.142015514,-0.082603109,0.051682489,0.023814302,0.090791928,0.116892186,0.108920961,0.141855033,0.184799864,0.090552277,0.130473122,-0.117081468,0.093230143,0.098575795,0.226369319,0.038197154,0.131377516,0.024963542,0.031926656,0.027417154,-0.128394487,0.061408277,0.13651014,0.133199828,0.058715387
510,NCI-H1993,0.077037905,0.13165165,0.095155106,0.132047856,0.078674219,0.162503267,0.172370129,0.065146659,0.042074912,0.0245746,0.214329133,0.150837309,0.183961739,0.017997153,0.04636559,0.15044286,0.083822434,0.125343174,0.132299566,0.141885146,0.149518164,0.272382923,0.10843217,0.134103074,0.038249886,0.086800625,0.08611196,0.043217907,0.250141086,0.1462483,0.146447686,0.045438725,0.136873162,0.017249679,0.113234515,0.209764824,-0.011307273,0.17250391
511,NCI-H1975,0.062995667,0.118363285,-0.002491939,-0.007963739,0.022095896,0.000729399,-0.02174472,0.131226249,-0.032567053,-0.009831986,0.086737553,0.059423231,0.143111344,0.020160585,-0.075924349,0.014503616,-0.0640765,0.043846408,0.075753448,-0.00434796,-0.012699963,0.300247912,0.011213917,0.08425429,-0.083331712,0.079355369,0.019644142,0.16165764,-0.030235622,0.058645839,-0.042872286,0.036376953,-0.023196356,-0.199422927,0.032813084,0.192088049,0.047973248,0.041661138
512,NCI-H1963,0.081306456,0.141762215,-0.099457573,-0.061340448,-0.002731711,0.008822823,0.033784009,0.065520399,-0.040926109,0.153686589,0.131081379,-0.001425456,-0.08511982,0.113856348,0.172122786,0.092905342,0.194600849,-0.115463553,0.046589277,0.060389308,-0.109135512,0.169820134,0.130044092,-0.052475937,-0.185240923,-0.001432128,0.014433142,-0.015095043,-0.032645404,0.041571365,0.029593814,0.079791142,0.121865061,0.18738275,-0.112300712,0.159942906,0.115763303,0.052796144
513,NCI-H196,0.243519996,0.144286561,0.036709795,0.120406474,0.080221332,0.093278713,-0.066271791,0.245346474,0.126961946,0.119412728,0.118698744,0.135184822,0.275160242,0.299900817,0.095602762,0.201760311,0.080061478,0.13185404,0.165094199,0.235245726,0.017365843,-0.083611223,0.197820923,0.170624951,0.10139089,0.1813503,0.156105111,0.272915193,0.201402009,0.22875065,0.222445216,0.080765105,0.140493412,-0.179330089,0.033089404,0.066141553,0.276109983,0.155351184
514,NCI-H1944,0.112729328,-0.044476728,-0.07913216,0.078659708,0.006700788,0.00666389,0.215081423,0.119939495,0.085840876,-0.043841749,-0.002612693,0.009360128,0.025059341,0.06355069,-0.011766211,0.029608266,-0.033489977,0.065374943,0.037576448,-0.026794734,0.002874173,0.435541132,-0.017779946,0.065074282,0.013993533,0.04315126,-0.015364492,0.030123985,0.068674455,0.025715677,0.050321599,0.102450981,0.05735947,0.137091556,0.04745725,0.30852623,-0.062925954,-0.055251592
515,NCI-H1915,0.120479913,-0.024815924,-0.056643672,0.021024838,0.059615695,0.057009353,0.177101843,0.061048556,0.047605215,0.040691519,0.063885697,0.028455424,0.051870238,0.092676707,0.035612837,0.050780053,0.017550172,0.059388231,0.02182315,0.004979984,-0.02378983,0.472253956,0.059797874,0.034308917,-0.047394653,0.01475776,0.057255539,0.069712223,0.048154159,0.144453569,0.07881525,0.053902959,-0.055886417,0.09784686,-0.11485473,0.299639024,-0.054304164,-0.01582042
516,NCI-H187,0.124016875,0.133816135,0.01531884,0.033715228,-0.039744093,0.057065465,0.146459282,0.167521366,0.017972436,0.058398974,0.087356375,0.063215886,-0.070571525,0.111807359,0.177116462,0.081911532,0.174961969,-0.074729355,0.024881387,0.059804655,-0.05835584,0.391217828,0.076191019,-0.043227806,-0.132243387,0.003636861,0.08436572,-0.048398868,0.066381386,0.030146453,0.124817323,0.051941879,0.118172287,0.044151031,-0.08113605,0.296291423,0.140245555,0.061092435
