cell_idx,cell_name,Apelin signaling pathway,Axon guidance,B cell receptor signaling pathway,C-type lectin receptor signaling pathway,Calcium signaling pathway,cAMP signaling pathway,Cardiac muscle contraction,Cellular senescence,Chemokine signaling pathway,Cholinergic synapse,ErbB signaling pathway,Estrogen signaling pathway,Focal adhesion,Gap junction,GnRH secretion,"Growth hormone synthesis, secretion and action",Insulin secretion,JAK-STAT signaling pathway,MAPK signaling pathway,Melanogenesis,Natural killer cell mediated cytotoxicity,Oxidative phosphorylation,Phospholipase D signaling pathway,PI3K-Akt signaling pathway,Protein digestion and absorption,Rap1 signaling pathway,Ras signaling pathway,Regulation of actin cytoskeleton,Regulation of lipolysis in adipocytes,Relaxin signaling pathway,Renin secretion,Serotonergic synapse,Signaling pathways regulating pluripotency of stem cells,Taste transduction,Th17 cell differentiation,Thermogenesis,Thyroid hormone signaling pathway,Wnt signaling pathway
421,NCI-H1092,0.082771872,0.139772185,-0.068716517,-0.097430498,0.085860288,0.101816145,0.072346446,0.017454,-0.085506184,0.157205315,0.117410248,-0.001749423,-0.090805074,0.079030092,0.250703166,0.079529196,0.215703914,-0.136668151,0.033504773,0.052725471,-0.114434251,0.120004406,0.118771198,-0.074489927,-0.058722976,-0.020077375,0.011565816,-0.016931297,0.039243013,0.020037625,0.100480629,0.157786658,0.096778526,0.212971439,-0.179439092,0.113176341,0.093090074,0.056950321
422,NCI-H1048,0.105975234,0.193817247,-0.092296835,-0.064880456,-0.002522523,-0.013134519,-0.012095234,0.114703671,-0.05520344,0.058302906,0.166226057,0.037247195,0.024386186,0.157065203,0.012292679,0.040593578,0.059381326,-0.053606373,0.025443196,0.094928789,-0.033131199,0.235116381,0.14113303,0.070753235,-0.135404858,0.070146487,0.071668238,0.019996478,0.022956568,0.08532635,-0.007701674,0.029363733,0.169459379,0.005805162,-0.107413411,0.213874003,0.131389994,0.06674209
423,NCCIT,0.111787956,0.17423436,-0.032907272,-0.077361797,0.089531602,0.117118593,0.171280447,0.010021362,0.018406928,0.124827553,0.10926789,-0.07775548,0.073322619,0.160743307,0.210680468,0.155378656,0.138994648,-0.062471761,0.086087232,0.179906058,-0.071348364,0.077831668,0.0877668,0.061596289,0.12318338,0.137601021,0.093111211,0.08278886,0.022159022,0.046247929,0.004272832,0.174781703,0.220542697,0.16495702,-0.069727607,0.142776186,0.129515491,0.227690237
424,MV-4-11,0.077214424,-0.097727942,0.366754912,0.216689493,0.10847912,-0.010763842,0.167653338,0.144811764,0.188005979,0.046116982,-0.063484471,0.026189438,-0.081202024,-0.006888431,0.032768422,0.020546711,0.00039926,0.161370992,0.043033453,-0.105786026,0.247011134,0.410618934,0.134742832,0.058405357,-0.04592511,0.04243255,0.022280631,0.058190719,0.104874599,0.000380848,0.082359966,-0.010480522,-0.116873141,-0.00843414,0.227055525,0.266410824,0.01008955,-0.050948213
425,NCI-H1435,0.071042236,0.058092057,0.032809602,0.049094417,-0.028587474,-0.035606326,-0.015349039,0.119707056,0.05526303,-0.0577795,0.078161264,0.106095433,0.059144239,0.121158734,-0.05401618,-0.03559235,-0.047932423,0.013097236,0.051726469,0.048020291,-0.01078994,0.145797027,0.056399454,0.049384984,-0.042368258,0.068063149,0.064278716,0.138694359,-0.09644444,-0.036088955,-0.089947741,0.049853017,0.080235652,-0.015975222,0.018060512,0.107494903,0.062672809,0.124329434
426,M059J,0.198703957,0.198890878,0.175334025,0.246506036,0.065382601,0.127720871,-0.071029324,0.323845592,0.102245736,0.137993346,0.290091756,0.154720477,0.339842843,0.299088309,0.174156256,0.238098573,0.076090266,0.137251985,0.21197741,0.197623886,0.09430218,-0.034914328,0.224116126,0.18086452,0.084893716,0.233450722,0.202158213,0.31551854,0.141494859,0.291993232,0.110215137,0.065186521,0.201321644,-0.060876489,0.111128674,0.042152748,0.323591686,0.172504756
427,LS-411N,-0.040925546,0.047474423,-0.112204618,-0.04233959,0.063912569,0.026914247,0.086609578,0.139896661,-0.011376565,0.004149816,0.041802575,0.027095602,-0.052976666,-0.029011562,0.016483694,0.038961176,0.064468732,-0.002355981,-0.018833854,0.077132431,-0.00262974,0.202163432,-0.010072724,0.008412751,0.001569874,0.070284743,0.062886452,0.043654051,-0.020210348,-0.091072925,0.080521875,0.061374777,0.093097698,0.096096915,-0.039029789,0.166345603,0.068735763,0.138147694
428,HT,0.072613895,-0.126221282,0.430451191,0.170055762,-0.050426974,-0.015901843,0.020755068,0.274720828,0.064215103,-0.038390577,0.041335183,-0.018372035,-0.09082722,-0.070129627,-0.002543938,0.082840497,-0.123338128,0.055522103,0.028269746,-0.092697607,0.151719558,0.272727974,0.000967966,0.011907175,-0.108736906,-0.040241367,0.003763016,0.032595086,-0.075386799,0.004446269,-0.14184315,-0.018948319,-0.059503648,-0.137319425,0.282874948,0.203209051,0.162095402,-0.057819483
429,Hs-940-T,0.295256358,0.221198067,0.070088051,0.244507525,0.238827096,0.201672007,0.142229069,0.192163451,0.158923956,0.206932178,0.138145653,0.232379512,0.381485722,0.2913971,0.186959433,0.233727467,0.192566022,0.210902971,0.246029653,0.259626549,0.127978995,0.004418133,0.226503871,0.245323099,0.290380017,0.246230004,0.231567174,0.313254723,0.231086364,0.283690495,0.345785771,0.167975101,0.152740831,0.119372931,0.218885608,0.038046913,0.179879644,0.174924064
430,Hs-939-T,0.19966123,0.12181582,0.00999981,0.136779468,0.081715912,0.026695274,0.016601107,0.199009813,0.096979481,0.09817774,0.102235074,0.135026598,0.276116413,0.199972506,0.11209119,0.132532066,0.003205837,0.034759493,0.088533463,0.157950774,0.017380805,0.333188925,0.124446959,0.18938115,0.203136881,0.124443918,0.110210498,0.208105281,0.126736698,0.199728061,0.021396876,0.035733243,0.003015975,-0.096157981,0.197851236,0.203996105,0.139078254,0.017403795
431,Hs-766T,0.084590545,0.127237409,0.029264835,0.179311114,0.054778794,0.098215484,0.021002158,0.213305943,0.058167651,-0.025673846,0.09066836,0.079343651,0.2051215,0.033658636,0.009754055,0.079162316,0.035759395,0.113212024,0.118450748,0.058881325,0.146683805,0.241680835,0.061523946,0.146919845,0.142719619,0.116017941,0.127351524,0.168606221,0.052287318,0.130662683,0.080064365,0.081121737,0.022295406,-0.109125141,0.068526148,0.114517812,0.137906547,0.110094437
432,Hs-746T,0.142375788,0.149415112,0.06326713,0.13650995,0.031734505,0.027791137,-0.173579779,0.24523543,0.070745862,0.028420031,0.287071674,0.111274929,0.187749471,0.158073666,0.036879819,0.117170285,0.012384764,0.08844497,0.111996481,0.069137685,0.041232035,-0.024839332,0.129195809,0.111034322,-0.040503417,0.114399051,0.119981646,0.203547579,0.079215256,0.175796385,0.020999401,0.018918407,0.0741239,-0.108807217,0.152150299,0.044938126,0.183627731,0.093488374
433,Hs-683,0.162523178,0.226661842,0.02377318,0.186339134,0.159823654,0.143176396,-0.073967435,0.163834146,0.104556433,0.129275208,0.164630596,0.072102807,0.33136919,0.29498299,0.085825482,0.179444949,0.088992322,0.131093828,0.167785733,0.134079794,0.097601402,0.084723371,0.19483266,0.199499139,0.2231509,0.243044612,0.194139158,0.298324675,0.198670768,0.284411689,0.12321703,0.114089945,0.096034382,0.092284252,0.134504506,0.087246535,0.140915325,0.079375094
434,Hs-633T,0.25644343,0.271244191,0.064741799,0.266545429,0.098677549,0.130395367,0.08845183,0.188739661,0.107747621,0.15702274,0.209948984,0.143030894,0.385069268,0.252174026,0.144181709,0.209737512,0.13551279,0.169673383,0.247520617,0.160339124,0.156267185,-0.133479777,0.233174924,0.209058971,0.126074302,0.250914209,0.252969806,0.275906608,0.14527722,0.298649289,0.226886211,0.121816287,0.210441739,0.12066876,0.186958532,0.070611038,0.222662316,0.255479647
435,Hs-445,0.024737107,-0.117710397,0.467000297,0.40377257,0.126312017,0.128440234,0.207144789,0.157393598,0.265092572,0.105890232,-0.032772979,0.068483843,-0.001596075,0.008571182,0.110686826,0.112633094,0.147742767,0.267403145,0.068023288,0.000232248,0.334995721,0.328743983,0.093735443,0.063949972,0.046070069,0.090702658,0.038844505,0.064128569,0.139143346,0.068975716,0.045753675,0.088973108,0.051802205,0.171435996,0.382261889,0.240008627,0.051474249,0.040861818
436,HPAF-II,0.098270306,0.151913197,0.12565791,0.141838832,0.156352521,0.157184168,0.183168814,0.051383082,0.147067096,0.03426267,0.066693786,0.182824978,0.137982626,0.075786856,0.030387642,0.081465206,0.130864972,0.162702489,0.151879432,0.144466044,0.213784785,0.027418263,0.126449405,0.135795474,0.084004696,0.165454083,0.142177983,0.213464282,0.156314856,0.054063776,0.112942982,0.127427659,0.088928514,0.054745472,0.05748844,0.029640036,0.114526833,0.142675245
437,HPAC,-0.036909304,0.113037561,-0.005747188,0.082743013,0.114769898,0.106879927,0.0563954,-0.034067289,0.019703022,0.001500693,0.035696332,0.09823042,0.120248954,0.015994566,0.00085761,0.055606721,0.156194105,0.164722735,0.103691185,0.072581368,0.12938596,-0.260101429,0.088515809,0.146839851,0.136110375,0.122603639,0.103123948,0.072468795,0.182518586,0.001116965,0.10192371,0.194450671,0.107671863,0.338155683,0.037580145,-0.076649991,-0.024768803,0.110006064
438,HH,0.08659792,-0.059013538,0.213504882,0.189920593,0.051255998,0.08865458,0.093766617,0.178392169,0.17425369,0.057628427,0.062189101,0.050744667,0.002370157,0.057842291,0.106932014,0.097665661,-0.022842152,0.175006779,0.069808038,0.014965944,0.239496025,0.362960114,0.046000542,0.040365119,-0.086093612,0.046715273,0.080220962,0.069635141,0.025116556,0.033731141,0.115442864,0.018252819,-0.020933814,5.41E-05,0.4262077,0.29024528,0.174637078,0.047233493
439,Hep3B2-1-7,0.099227344,0.183579869,0.0060665,0.045713504,-0.00453267,0.063307315,-0.050079914,0.121733759,0.070531217,-0.065435768,0.119793782,0.073675067,0.124938645,0.157930816,0.134882804,0.184168446,0.009312753,0.043008609,0.09076384,0.044396575,-0.002630908,0.057645421,0.159674001,0.108652781,0.040217664,0.158565457,0.07367707,0.182614782,0.011501682,0.02948712,0.012536658,0.041023515,0.148591303,-0.037685659,0.050441277,0.184700054,0.108695717,0.11277843
440,HCC70,0.109531077,0.199723703,0.1455601,0.208457769,0.015238557,0.126851537,-0.074594217,0.257366885,0.131123207,0.085253736,0.201535202,0.268622288,0.155195586,0.115682399,0.020815749,0.206476064,0.039352927,0.156721343,0.120671838,0.20698928,0.13572269,0.05039973,0.129685105,0.11981732,-0.066180057,0.163660774,0.156455878,0.175272853,0.117395006,0.148994635,0.12917604,0.129661737,0.132556807,-0.037897157,0.152835565,0.046486054,0.186739284,0.145496974
441,HCC38,0.138687653,0.194206189,0.004962077,0.100361398,0.045634793,0.063481268,-0.056549756,0.199498714,0.020747305,-0.044415231,0.249674989,0.140970223,0.195454759,0.246691211,0.007497891,0.122052323,-0.024775434,0.031666416,0.110659143,0.161938416,-0.024848064,0.049800417,0.087215194,0.079030834,0.058832574,0.12194328,0.094299075,0.182590998,0.029339613,0.159607048,-0.003409185,-0.035298356,0.198494008,-0.056207547,0.086101709,0.050963872,0.210474758,0.162297608
442,HT-1197,0.105472121,0.098995406,0.109593998,0.127842138,0.016942317,0.070419764,-0.017056896,0.180898213,0.039644118,-0.004668511,0.112472234,0.193039571,0.233531885,0.096615853,0.009629041,0.099523376,0.029928449,0.144038405,0.093580573,0.134527461,0.071827537,0.058231159,0.102967775,0.137808827,0.117980493,0.109092966,0.097501633,0.243654362,0.074856291,0.16793319,-0.051925527,0.053662536,0.078828567,-0.023383214,0.049625993,0.049604863,0.129614539,0.11093158
443,LS-513,-0.04117007,0.079357623,-0.005594332,0.075283289,0.03218437,0.038387431,0.149482452,0.053556928,0.004033904,-0.024253791,-0.006720952,0.069513293,0.045032854,-0.109654481,0.000910378,0.007167307,0.072992027,0.057323135,0.064167874,-0.017412162,0.122910203,0.172199249,0.097266893,0.065262943,0.094417837,0.07349114,0.045887109,0.123022683,0.044524178,-0.077234902,0.007215754,0.02800613,0.021823484,0.035083313,-0.003079365,0.12679163,0.016444562,0.086113681
444,HT-1376,0.088772074,0.133894436,0.103634647,0.156161637,0.02660964,0.084103747,0.051133233,0.187592815,0.066166787,-0.00849993,0.120421579,0.198570661,0.176878493,0.092798042,-0.012188769,0.080380723,0.086039489,0.129389268,0.13550655,0.177379626,0.052458609,0.105081505,0.043013955,0.124653454,0.055373968,0.095884101,0.132695587,0.177283154,0.169513966,0.133142624,0.038886326,0.083504447,0.096991494,0.006530222,-0.017301008,0.044398195,0.133432621,0.048379667
445,HT-3,0.094162928,0.125525947,0.132593584,0.288716546,0.000290428,0.042510071,0.017316668,0.196075618,0.095034082,0.013625867,0.219142207,0.170249924,0.189791177,0.00808862,-0.078385356,0.136023485,-0.038212329,0.209078588,0.209771135,0.135783157,0.090282871,0.101278326,0.077054432,0.127462004,0.084522022,0.118817809,0.112556601,0.103812227,0.066636477,0.132109591,0.007311472,0.031220357,0.199852699,0.09527076,0.236289523,0.103100383,0.131726168,0.188651891
446,LS-180,0.046371645,0.103039632,0.032227309,0.054462491,-0.03201384,0.017772831,-0.047075487,0.13093082,0.010696792,0.021506565,0.199653153,0.088529542,0.035215843,-0.023912539,0.100713464,0.124501496,0.049216125,0.003562767,0.115310263,0.063618351,0.031294745,-0.060255856,0.11532683,0.047788595,-0.04334521,0.10233418,0.094587468,0.077310831,0.022466728,0.043653649,0.035445056,0.035347052,0.147724769,0.049009242,-0.04862067,0.127033127,0.175307237,0.143185807
447,LS1034,-0.016876541,0.042729329,-0.021092833,0.02366367,0.045141329,-0.010670434,0.1783691,0.065654752,0.006317636,-0.065372983,-0.01743436,0.108994018,-0.013397241,0.003391648,-0.001760272,-0.05301847,0.049867417,0.028870928,0.069906987,0.037505263,0.11072096,0.189600765,0.061314677,0.057418358,0.114688148,0.046655384,0.006725736,0.062570313,-0.083511547,-0.025972925,-0.054023802,0.085999288,0.056673601,0.180016474,-0.038980381,0.144692341,0.021956332,0.049948777
448,LNCaP-Clone-FGC,0.038308851,0.025143616,-0.034587721,0.001994966,0.010692687,0.007651183,0.113913063,0.028456429,-0.049754465,-0.001862313,0.100327064,0.003240321,-0.091673165,-0.034329611,0.066592587,0.068959559,-0.018687493,-0.086593659,0.027486712,-0.039005315,-0.039067899,0.402788838,0.047086371,-5.99E-05,-0.070720059,-0.01902472,0.008443794,-0.087551625,0.053556852,0.029367267,-0.007135679,0.105558737,0.022942577,0.022846944,-0.06841977,0.259391462,0.092243932,0.027874089
449,LN-229,0.202212412,0.185702918,-0.029156042,0.099563505,0.004732286,0.032422516,-0.104843599,0.222929245,0.073532715,0.092384258,0.094213902,0.128164411,0.232970073,0.237622326,0.013381563,0.082910252,0.034495004,-0.00100405,0.081806503,0.105467958,-0.047882396,0.09577287,0.11748758,0.16804516,0.095607691,0.209943189,0.130319329,0.234968197,0.047618899,0.190899375,0.047673262,0.031881815,0.104755318,-0.112069433,0.164405785,0.172772042,0.160003111,0.111679335
450,LN-18,0.144127677,0.113055396,-0.002395624,0.073114304,0.021607796,0.026176881,0.01080424,0.152321587,0.076714489,0.035437186,0.079068645,0.023530648,0.227821324,0.226621849,-0.006959993,0.083592821,-0.072898372,0.102806386,0.128228719,0.079643218,-0.002431208,0.16664949,0.093567131,0.155780748,0.061369952,0.147763642,0.129849529,0.203848646,0.080921617,0.148340534,0.011519291,0.015904774,0.035177189,-0.116859421,0.100513677,0.198124163,0.186307522,0.042584192
451,KLE,0.118221265,0.212754723,0.055964045,0.074672351,0.095039351,0.084834594,0.262916498,0.14391879,0.059240543,0.058919645,0.061784245,0.104414609,0.259469342,0.181978171,0.135636738,0.096483967,0.072583976,0.094869968,0.120938472,0.125065606,0.058579516,0.363266371,0.09697662,0.181066895,0.283079986,0.177199707,0.106982569,0.210069924,0.084047536,0.097540375,0.005303267,0.086077596,0.168794562,0.06036226,0.013207261,0.228212324,0.132673447,0.164948138
452,KATOIII,0.009268276,0.129137137,0.134214996,0.056800122,0.01344992,0.048877991,0.052723668,0.213449654,0.089526839,-0.019719306,0.16081279,0.169043788,0.085681742,0.064292689,0.009332932,0.07535965,0.010036418,0.047851465,0.080741522,0.059631425,0.121637197,0.170249143,0.095075926,0.066201793,0.019462111,0.116947348,0.106022489,0.163963452,-0.030597875,-0.011694777,-0.0286708,0.028023289,0.068617631,-0.111756672,0.141868983,0.133986897,0.158263954,0.11907424
453,JSC-1,0.098341567,-0.052902511,0.184067212,0.227511308,0.057510137,0.009243156,0.006398014,0.19320663,0.162760606,0.03278498,0.062507268,0.050836831,-0.07006115,-0.016420763,0.00103151,0.131931358,-0.009612261,0.138578926,0.05040748,-0.029945154,0.238511534,0.287477474,0.093549234,0.057681408,-0.151342582,0.023536937,0.012749981,0.00674554,0.056834549,0.043265416,0.010002708,0.000358728,-0.030614955,0.069454286,0.30361194,0.232391322,0.225987835,0.05913135
454,JM1,0.082424759,-0.093599848,0.340899459,0.121256882,-0.011198458,-0.080723319,-0.037033287,0.251541779,0.027567393,0.025372166,0.088210048,0.017120767,-0.122412131,-0.005122822,0.06718978,0.083546349,-0.083695686,0.08372759,-0.02127787,-0.066306628,0.169640365,0.117243285,-0.028570907,0.043172111,-0.141128519,-0.073292303,0.008536207,-0.013127229,-0.018772219,-0.060007684,-0.048790709,-0.023739311,0.01329075,-0.039512062,0.248315177,0.184380022,0.123693182,0.048031048
455,JHU-029,0.192426569,0.280536672,0.234724098,0.286997136,0.119197422,0.149356609,-0.028937418,0.222464236,0.250560141,0.099769621,0.309567631,0.272246483,0.257430391,0.190686565,0.039972974,0.214010802,0.05659356,0.242096016,0.252005185,0.282375864,0.230075204,-0.092309979,0.243421608,0.204378517,0.124121322,0.25628916,0.241479668,0.25451828,0.215381914,0.259554781,0.124509664,0.10542284,0.276082979,-0.063591688,0.214158803,-0.00119093,0.164671012,0.276432897
456,J82,0.176753146,0.1050564,0.083463827,0.131125465,0.029575382,0.076189447,0.114862543,0.224195085,0.087565726,0.048090334,0.131320015,0.122176157,0.27060688,0.264181641,0.034852619,0.150860476,0.022904241,0.103153606,0.165978523,0.177750859,0.044291269,0.297877354,0.139221473,0.161384572,0.079498074,0.150282162,0.127422271,0.228603508,0.108761682,0.205248061,0.056692508,0.082342334,0.084414822,0.032343492,0.060879417,0.249497787,0.205990265,0.080688007
457,HuTu-80,0.05907192,0.145209871,-0.075348588,0.022712849,-0.00677425,0.052976783,0.111230811,0.108893956,-0.007582885,0.060171782,0.176788819,-0.010107346,0.00836017,0.153709159,0.199994217,0.088140221,-0.018088034,0.000735418,0.129360226,0.151756405,-0.074950784,0.264555299,0.055355954,0.080959199,-0.0924872,0.128142963,0.080798317,0.10801896,0.041190586,0.054570287,-0.071653676,0.006182166,0.233207138,0.014125149,-0.035802921,0.198686925,0.14898294,0.240714385
458,HT-144,0.151589026,0.175763415,-0.042684853,0.021298907,0.036783155,0.003073721,0.04679149,0.170152644,0.044749557,0.083128435,0.095940125,0.107310902,0.233846722,0.154405141,0.130719702,0.132673979,0.038598485,0.049550667,0.042774979,0.158446473,0.012919176,0.263062185,0.119969939,0.183545202,0.084901645,0.147454591,0.063072337,0.186256336,0.086846835,0.155585175,0.031606861,0.026843454,0.074891747,-0.037601459,0.167594622,0.186756837,0.15294511,0.074602565
459,NCI-H1436,0.049282238,0.138620711,-0.010207615,-0.064085138,-0.018169272,0.054111191,0.114954072,0.093284412,-0.0496774,0.198551303,0.116367952,0.088463973,-0.110934563,0.072411103,0.223760555,0.086444683,0.19074099,-0.111298468,0.08929785,0.055967588,-0.128940138,0.117954629,0.057393114,-0.045509007,-0.15545,-0.010635508,0.021830292,-0.015122909,0.016112598,0.05787456,0.082430326,0.142674533,0.148019607,0.108934633,-0.105561485,0.135639357,0.122252508,0.052583995
460,NCI-H146,0.128539692,0.122396,0.060664959,0.016242935,0.060316116,0.077605295,0.122676219,0.11951612,0.034821442,0.191664532,0.115460871,0.075586247,-0.015130864,0.158363876,0.170201863,0.083974219,0.180731121,-0.052522434,0.040109889,0.101992618,0.009838649,0.273188738,0.125561011,-0.013381153,-0.12057311,0.027026835,0.041032527,0.059186107,0.126823264,0.086978358,0.074287423,0.132366501,0.139100282,0.15394994,-0.122700306,0.240193569,0.124382866,0.061859025
461,NCI-H2141,0.118360359,0.166619257,-0.069975849,0.005453415,0.076467129,0.150378045,0.192927767,0.090032867,-0.017678534,0.187021952,0.111834371,0.050391063,-0.049092475,0.104892546,0.251145821,0.159392336,0.319293942,-0.110471161,0.07776699,0.1391656,-0.125553713,0.206741716,0.156768131,-0.022219421,0.015260567,0.068318125,0.093073081,-0.010823742,0.146007356,0.164488565,0.174838893,0.175462937,0.150365219,0.237664711,-0.101505239,0.223202168,0.128866881,0.138826725
462,NCI-H2135,0.116593001,0.01061812,0.047247836,0.078664532,0.067473096,0.026853419,0.098874536,0.13982685,0.054067716,0.032981977,0.13131661,0.073596178,0.028223625,0.027608488,0.07605364,0.072193726,0.042002638,0.109104114,0.088917601,0.040495402,0.11298046,0.18194674,0.036208304,0.021116757,-0.155231409,0.053081658,0.047536655,0.053022507,-0.006134554,0.07484912,-0.046110307,-0.002460379,0.071244065,0.021632274,0.018261059,0.168267479,0.025642667,0.093298231
463,NCI-H2122,0.062843213,0.099503386,0.00623462,0.082700855,0.101413091,0.01521448,0.138134276,0.04670495,0.032272308,-0.023871459,0.077768459,0.120146498,0.079106945,0.045721664,-0.076977231,0.003690918,0.060444465,0.062499783,0.07571858,0.094895287,0.120979877,0.313664655,0.056851739,0.097380092,0.058071818,0.063255951,0.040551576,0.062620919,0.077535036,0.069376965,0.046890996,0.106490397,0.072792996,0.06679082,0.061447119,0.22071061,-0.057882508,0.110723161
464,NCI-H2110,0.139871391,0.090695158,0.15871486,0.136583976,0.06898404,0.130348774,0.055292787,0.089723562,0.138293556,0.039147718,0.186000517,0.217396069,0.144188504,0.13410561,0.050789153,0.093489854,0.100918988,0.113940127,0.131594982,0.188919435,0.087582029,0.139952447,0.085807135,0.128648689,0.088357975,0.135072862,0.087908665,0.152134698,0.105939953,0.107727409,0.180390256,0.083153691,0.101958898,0.163800086,0.039581312,0.093838152,0.091037866,0.093126364
465,NCI-H211,0.089500677,0.105284515,0.058981945,0.045817909,0.035556118,-0.025851001,-0.059394376,0.103815769,0.049237058,0.119918724,0.134048981,0.096596536,0.018423315,0.198254083,0.071932284,0.159230362,0.027100737,0.000100201,-0.023982162,0.109764545,-0.070862045,0.184871466,0.134415547,0.026559963,-0.049509227,0.040273566,0.007118385,0.05044016,0.143638199,0.025255474,0.128204022,0.080035818,0.130372946,0.326346604,-0.076429093,0.210784009,0.171670596,0.047610709
466,NCI-H209,0.01593,-0.003550728,-0.144520597,-0.109526883,-0.032811868,-0.020373378,-0.03645767,0.064348539,-0.136413844,0.064702678,0.065403431,0.017959182,-0.178046192,0.06153424,0.114843514,0.030970069,0.099733627,-0.170558733,-0.010467122,0.002237583,-0.178260271,0.26324679,0.037134002,-0.122771599,-0.271258339,-0.065336522,-0.052856756,-0.07888734,-0.025707509,0.000341216,-0.000249661,0.049718412,0.051412143,0.106308585,-0.18062688,0.21038389,-0.000179197,0.02588719
467,NCI-H2087,-0.029942169,0.071565917,0.093836473,0.036724063,0.036450253,0.006587081,0.076886365,0.135341898,0.041821178,0.01713614,0.066189777,0.046269204,0.070474591,0.064925918,-0.000692084,0.013401295,0.059884816,0.009456158,0.094229967,0.032693022,0.101762966,0.256056026,0.016929801,0.058493547,-0.061804367,0.110387927,0.047913304,0.077793537,0.029851535,0.047022169,0.037329121,0.04835027,0.025046121,0.008169579,0.043289999,0.151155644,0.043102015,0.055908968
468,NCI-H2085,0.006406842,0.237591822,0.004527114,0.071609758,0.089395966,0.100728791,0.114121086,0.133519636,0.022945941,0.020853159,0.127646163,0.191755215,0.268844621,0.108693708,0.062380183,0.078991699,0.115545663,0.17034953,0.158727617,0.202960265,0.060971455,-0.222101559,0.115256232,0.178199436,0.21591902,0.175840608,0.098264071,0.215727467,0.109192982,0.124849322,0.061919398,0.032655231,0.145142528,0.152737817,0.095543669,-0.125833261,0.076464151,0.13385806
469,NCI-H2081,0.086222281,0.111019308,-0.050259772,-0.093113341,0.077271166,0.078654635,0.134097029,-0.002131779,-0.032240723,0.21546222,0.106304593,0.045117495,-0.100537969,0.202477256,0.190030922,0.082305028,0.223788031,-0.017579112,0.01758917,0.108754888,-0.04702254,0.209737881,0.148273982,-0.042389472,-0.146856634,0.015048446,0.035031713,-0.036070949,0.18139575,0.112360274,0.146465412,0.244922964,0.152153834,0.315138741,-0.11764064,0.220695734,0.076223966,0.038486604
470,NCI-H2066,0.015921364,0.023852228,-0.024035835,-0.094097176,-0.018857733,0.031533694,-0.034347921,0.045718018,-0.047635652,0.010102396,0.108006627,0.042905476,-0.071753241,0.083204419,0.168771455,0.146445549,0.080265671,-0.081375361,0.025674267,0.041812933,-0.08123118,0.038100989,0.017265645,-0.027879893,0.004163393,0.019146442,-0.057546999,-0.018220294,-0.020224449,-0.007672013,-0.011126137,0.048372738,0.129365937,0.027227592,-0.15393803,0.132133287,0.092644765,-0.018254278
471,NCI-H2052,0.215702151,0.271347961,0.084217632,0.233774361,0.089383262,0.117319855,0.043463678,0.275192499,0.12123142,0.139763744,0.26125399,0.184259389,0.318006343,0.267499217,0.207723318,0.209072081,0.071829896,0.066132191,0.174861229,0.145986606,0.025435034,0.123168855,0.163817549,0.170477773,-0.015616147,0.187114276,0.148686573,0.258377541,0.133790475,0.231000557,0.172402794,0.040567209,0.107877712,-0.014148211,0.065846537,0.178552255,0.157474812,0.144276215
472,NCI-H2030,0.076548289,0.093989115,-0.049993996,0.098363704,0.050274395,0.02801368,0.122345581,0.167853263,0.059428572,0.028779389,0.055133636,0.053964207,0.14950494,0.177891229,0.116446697,0.073281464,-0.01483429,0.164984661,0.102215779,0.094460553,0.103543457,0.14296222,0.015312695,0.12181324,0.040037616,0.125349751,0.061378779,0.113996875,0.058685111,0.120020412,0.045339013,0.043549275,0.108635071,-0.056292863,0.10545046,0.070963362,0.089794707,0.046102503
473,NCI-H2170,0.076962398,0.020196365,0.087550542,0.072029431,0.024524527,-0.036449218,0.098325941,0.100610731,0.033091701,0.00395132,-0.02032092,0.076325865,-0.026456108,0.047226359,0.036628283,-0.009168583,0.039098098,-0.040488028,-0.010340898,0.056158385,-0.031376809,0.237381323,0.027203509,0.032008389,-0.121891574,0.027862075,-0.061566524,0.019390862,0.00372161,0.02180649,0.006732864,0.060838072,0.047671018,0.174209723,-0.017019217,0.216447648,0.05715031,0.035716417
474,NCI-H358,0.006626222,0.105852099,-0.026987103,-0.065266945,0.056650655,0.022927009,0.079698923,0.117742505,-0.046627292,-0.038369852,0.06690718,0.046174797,0.075969759,0.16977276,0.015949162,0.013526441,-0.014770293,0.001951552,0.049410266,0.027667981,0.043416301,0.073851774,0.003970455,0.055328797,-0.10984572,0.073926313,0.030746135,0.071280018,0.010530681,0.041230466,0.034965476,0.030947227,0.010688745,-0.018432879,-0.112575869,0.102072372,0.010320302,0.059450246
475,NCI-H345,0.112193928,0.16384611,0.015119062,-0.008062932,-0.001232352,0.087698926,0.071861564,0.078336088,0.004548825,0.189376925,0.129440542,0.088983407,-0.048930887,0.094457241,0.159244272,0.131582398,0.19980006,-0.07181394,0.071985674,0.15332824,-0.09218844,0.096738806,0.131785327,-0.0385799,-0.181163844,0.021680936,0.055134411,-0.031203929,0.118727803,0.14539922,0.119213208,0.116831227,0.144921075,0.102094487,-0.128974344,0.147434539,0.126275018,0.08445483
